0.0116 	 SD 
0.0464 	 HH 
0.3251 	 HH 
0.5921 	 HH 
0.5921 	 SD 
0.8707 	 HH 
1.1378 	 HH 
1.1378 	 KD 
1.4164 	 HH 
1.6834 	 SD 
1.6834 	 HH 
1.9505 	 HH 
2.2291 	 SD 
2.2291 	 KD 
2.2407 	 HH 
2.4961 	 HH 
2.7748 	 SD 
2.7748 	 HH 
3.0418 	 HH 
3.3205 	 KD 
3.3205 	 HH 
3.5991 	 HH 
3.8661 	 SD 
3.8661 	 HH 
4.1332 	 HH 
